2.329032140977478071e-01,1.880662983425414048e-01,8.056134654818865037e-01,4.674347318458302869e-01,4.597302106835298163e-01,2.157412896701851879e-01,8.051798395198747627e-02,1.739196780077822690e-01,2.860638274778810608e-01,6.106905741757464590e-01,1.939260806985055874e-01,7.582917268413456036e-01,3.478205738728101792e-01,2.724422614693280398e-01,8.980841067710239045e-01,7.649810013252292817e-01,1.362881819421166152e-01,5.939314926649986726e-01,6.164956114001052256e-01,5.907276697532681808e-01,7.117694567609464951e-01,2.477090708606580760e-01,3.409813095423031570e-01,4.203576063809681962e-01,2.901458751907490807e-01,1.609525952970400353e-01,7.117629248963623922e-01,2.902178901758833973e-01,4.054380000000000206e-01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.387633618264641044e-01,2.170165745856353356e-01,8.872009569377987681e-01,3.653128279061881312e-01,5.242381391210397812e-01,4.207657882810796335e-01,1.036338701893649156e-01,3.083580806059366131e-01,5.245485528572267908e-01,2.737717423036717945e-01,1.577336474468989946e-01,5.387084794718375313e-01,2.673132574594166977e-01,1.091023095412268773e-01,7.462043131140845276e-01,3.070840031849129126e-01,4.503324004202118869e-01,1.052640227263068329e-01,7.795328037498870655e-02,8.354086661668594371e-02,1.908207126828051492e-01,8.354753061342927722e-01,8.718990001182784499e-02,8.271905175926042020e-01,6.129254357533125974e-01,2.250213403280497126e-01,7.198513100167730494e-01,8.493920700733560425e-01,8.526319999999999455e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.447705123318996090e-01,7.823204419889502603e-02,9.019309637730694718e-01,4.415921802059872281e-01,8.637230290126791665e-01,4.589035241369230911e-01,3.993260886940527832e-02,2.955099147241534441e-01,4.609055922695005636e-01,2.693135694576548334e-01,1.331062680233318085e-01,6.188405199092219533e-01,1.160538424907082977e-01,7.660152576026751925e-02,8.645585911749624763e-01,4.422740054207117133e-01,3.769236321061115724e-01,2.027992295942595002e-01,1.666961910015758996e-01,1.829489963699050259e-01,3.575772687358390045e-01,6.798981486855086853e-01,2.117432804665415058e-01,6.651587891617629644e-01,6.187918490274316730e-01,1.160591685235962123e-01,7.373024671531670515e-01,7.261864940762808862e-01,5.932810000000000583e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.951053519899820121e-01,1.955801104972375581e-01,9.941814764183183328e-01,5.260410841609026722e-01,8.671073119577997756e-01,7.303900605900679466e-01,1.692084956733497791e-01,5.314631798727009748e-01,7.659979594558133931e-01,9.477619670957837528e-02,2.510482843010732323e-01,3.706168764184032405e-01,3.784105926675251919e-01,9.206813669139932155e-02,9.813223953374001773e-01,2.351756639727045906e-01,7.397332777327806363e-01,6.621297447061136321e-02,6.154563074721182414e-02,5.855769051868382064e-02,1.216487971987034039e-01,9.005513319018048080e-01,1.200688406904432820e-01,8.881188493088543190e-01,8.395393033583907760e-01,1.578794528855795298e-01,8.891962613379563729e-01,9.246306913209542122e-01,8.797669999999998547e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.970708335601894790e-01,1.018784530386740300e-01,9.862183868762817163e-01,4.355216536610135858e-01,8.487559185229909264e-01,2.892994586531776879e-01,3.439067228242558699e-02,1.877794844703047084e-01,3.048683104728294735e-01,4.785237364272461602e-01,7.487654213516681256e-02,7.078440272333401673e-01,2.533200708958062153e-01,1.910335458250600749e-01,8.190208121880528935e-01,7.440308872431591336e-01,1.907393002349657973e-01,5.356612293686646709e-01,5.184491449561861032e-01,4.776888014349602862e-01,7.287660039244169274e-01,3.178588009982008522e-01,6.994084536151340403e-01,3.704296400835001002e-01,4.073573760986942682e-01,7.386468215696251338e-02,5.310198663908373140e-01,3.953154779037113542e-01,3.757019999999999804e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.044699733217183124e-01,7.447513812154694934e-02,9.087064251537935178e-01,5.631804609779569315e-01,7.160538943086848240e-01,3.903284952428797694e-01,6.177710846420862711e-02,2.096119782169263146e-01,3.952143346678532732e-01,3.942817859059959962e-01,1.984314874000175921e-01,6.663049308850839125e-01,7.701606426834456398e-02,1.222698296582715172e-02,9.774299197438498510e-01,5.154039590347313515e-01,1.000000000000000222e+00,2.109190961104530082e-01,1.281192257943859769e-01,1.661960636321436480e-01,3.185871827672560053e-01,7.277958330915208496e-01,1.738800558974981647e-01,6.964797990616720114e-01,4.842045715344072132e-01,1.236689188625970659e-01,7.022988466050309464e-01,7.307947818375585269e-01,1.038313999999999959e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774196475563057096e-01,9.325966850828727728e-02,9.900888585099112404e-01,6.180208764392258747e-01,8.541421716609997050e-01,3.809117182639534804e-01,1.350464736763829499e-01,2.967912402086180235e-01,4.169245773933750732e-01,4.383380263120720266e-01,3.381576053920468672e-01,6.389395502372603453e-01,1.859746905352971658e-01,1.060716898317483614e-01,8.947148133809079695e-01,6.278298859866989767e-01,3.524166192190795743e-01,3.599993084950905420e-01,3.945172927183188127e-01,3.590990922971198374e-01,4.784082532007848387e-01,5.128300737043699487e-01,3.049864655734320640e-01,6.141807688915208452e-01,4.430148613118701784e-01,8.042797354858172154e-02,7.087859018503360753e-01,5.422999432131992981e-01,5.342060000000000697e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.750004537122739068e-01,2.472928176795579636e-01,9.635765550239234756e-01,4.709951489087964571e-01,8.335504782484348674e-01,6.309666658026358288e-01,1.137350529993150644e-01,5.105114440957266853e-01,6.353674685157676416e-01,1.427425202708428875e-01,1.788765761240606600e-01,4.030121724778212844e-01,5.407721331015223898e-01,1.470373079736649602e-01,9.596521884711566308e-01,2.717748849989197746e-01,5.520413154876945283e-01,8.613988457647334118e-02,8.255022140884221704e-02,8.018790363496862417e-02,1.521592424357404161e-01,8.668896175497646794e-01,9.480009245413008323e-02,8.786305616108669447e-01,7.771145460475191724e-01,1.546332899204937994e-01,8.845350214642669906e-01,8.917923625642739660e-01,7.694159999999999888e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.491261501606141460e-01,7.734806629834252434e-02,9.803913192071087579e-01,5.679348501591194864e-01,8.921160507165782905e-01,6.998334534261991813e-01,4.291482574521277016e-02,3.132935284457395442e-01,6.400261425341821075e-01,1.254202491830450072e-01,1.236680914093874484e-01,4.666309057148749773e-01,1.079273120739841219e-01,3.082871773435050256e-02,9.769276648285529774e-01,4.581124881098828094e-01,7.892364814473252776e-01,1.840415246080349121e-01,1.101180557090018219e-01,1.371660100930892634e-01,2.886323352449507995e-01,7.488131855376936041e-01,1.284971342731967558e-01,7.199884074041409399e-01,7.965417554144537116e-01,1.433078781349554909e-01,6.619731929780936497e-01,8.085646941680731947e-01,8.595209999999998685e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.052503584326963226e-01,2.041988950276242831e-01,8.705485304169515715e-01,6.227275864622006107e-01,5.206473036957006695e-01,4.680612123924566270e-01,1.407217052859696671e-01,4.104277677753976894e-01,5.335418327063877753e-01,3.390132502095360434e-01,1.997785052460720467e-01,5.064658551681446852e-01,3.053225392871533606e-01,1.256139617514891726e-01,8.731073883790769763e-01,6.062693707022238643e-01,4.169800880520293518e-01,3.306672771670989275e-01,2.670152584909473714e-01,2.927823658138137275e-01,4.616854395455480820e-01,5.575663049155590301e-01,1.604305342679364088e-01,6.129963080102314166e-01,5.406038741680524451e-01,2.077323516219212185e-01,6.152295565663158383e-01,6.078443574923572124e-01,7.494649999999999368e-01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
