Citra,LuasInti,KelilingInti,SolidityInti,GranularityInti,CircularityInti,RerataRInti,RerataGInti,RerataBInti,EntropiInti,EnergiInti,KontrasInti,HomogenitasInti,LuasSitoplasma,KelilingSitoplasma,SoliditySitoplasma,GranularitySitoplasma,CircularitySitoplasma,RerataRSitoplasma,RerataGSitoplasma,RerataBSitoplasma,EntropiSitoplasma,EnergiSitoplasma,KontrasSitoplasma,HomogenitasSitoplasma,LuasNormalInti,KelilingNormalInti,Eccentricity,LIperLP ,KIperKP
Limfoblas,141165,4662,0.313247,97.196426,0.081619,98.49855,9.031856,69.943092,1.701885,0.239983,70.43145,0.716526,175812,6558,0.321063,64.364365,0.051371,24.215345,18.628017,20.944313,0.531731,0.757491,253.907669,0.92841,0.508245,2.209479,0.757397,0.802932,0.710887
Limfoblas,173964,5166,0.315712,101.697716,0.081914,90.126823,11.873095,68.545959,1.606461,0.310089,58.593636,0.72576,232565,8058,0.320993,72.761993,0.045009,30.296259,23.452591,26.162321,0.610325,0.717894,243.835236,0.921238,0.441238,2.056529,0.440019,0.748023,0.641102
Limfoblas,183878,6054,0.310766,101.55587,0.063046,97.200676,2.028472,61.738689,1.367841,0.271005,35.250904,0.815531,237495,5589,0.328749,73.462334,0.095542,29.55851,14.554466,21.206463,0.60637,0.733749,129.185364,0.91694,0.479351,2.443099,0.658431,0.774239,1.083199
Limfoblas,177697,5007,0.323211,103.3162,0.089071,93.342545,8.737227,70.509048,1.496879,0.300827,50.822578,0.773074,263213,13320,0.319177,86.781891,0.018643,45.589397,31.334253,38.547657,0.794599,0.60538,277.866394,0.893812,0.450231,1.990064,0.541779,0.675107,0.375901
Limfoblas,142718,4539,0.314694,99.751419,0.08705,96.520203,2.617498,58.447575,1.429351,0.264475,45.548931,0.799786,176748,5307,0.322806,64.912682,0.078862,23.366905,14.080762,18.488731,0.509669,0.774796,165.234177,0.929163,0.485148,2.091705,0.74717,0.807466,0.855285
Limfoblas,168535,7794,0.29763,89.976067,0.034864,50.833427,4.057901,36.685436,0.881544,0.571435,38.857906,0.879136,324040,24939,0.276538,86.462646,0.006547,46.266468,31.947935,40.718987,0.826907,0.594165,276.464447,0.89115,0.242843,2.327957,0.526068,0.520106,0.312523
Limfoblas,170596,4818,0.321226,103.989021,0.092352,94.951103,5.406266,69.923691,1.432194,0.295531,51.345409,0.789545,245683,9081,0.31952,83.510963,0.037438,41.603535,29.803354,36.724037,0.774773,0.632091,250.784561,0.897039,0.455652,1.966531,0.710202,0.694374,0.530558
Limfoblas,227959,5796,0.318207,101.891273,0.085273,109.924461,3.709185,70.652222,1.525119,0.213353,42.331593,0.775494,275360,10119,0.317073,65.89238,0.033794,23.213873,14.653394,19.662346,0.484566,0.780583,200.579376,0.936516,0.539423,2.227517,0.831915,0.827858,0.572784
Limfoblas,192783,6555,0.319885,105.006516,0.056381,113.351654,4.925807,75.137161,1.617354,0.211726,63.964699,0.77244,227757,5850,0.32746,63.125237,0.083631,20.764135,12.412347,16.494917,0.427921,0.806728,165.161865,0.94216,0.539597,2.738095,0.762903,0.846442,1.120513
Limfoblas,111990,3672,0.326714,97.336868,0.104372,124.819511,5.699378,78.893631,1.767541,0.142072,83.898972,0.736277,116647,4116,0.324003,31.082537,0.086523,5.040577,3.325568,4.557012,0.144076,0.939576,209.725113,0.976667,0.624728,2.16765,0.836977,0.960076,0.892128
Limfoblas,276880,6291,0.315768,102.124985,0.087915,114.374336,3.785849,79.700745,1.56681,0.197528,45.550781,0.776408,319944,11097,0.320439,58.324989,0.032649,17.914246,11.541109,14.900195,0.383188,0.826984,185.057205,0.94911,0.557721,2.230851,0.672265,0.865401,0.56691
Limfoblas,135773,4266,0.322353,103.486214,0.093752,98.678429,4.277915,68.43364,1.433796,0.273039,52.28207,0.804987,167585,6126,0.319884,65.834595,0.056117,23.308159,14.616498,19.686687,0.472151,0.78172,189.24173,0.937773,0.477214,1.999063,0.584387,0.810174,0.696376
Limfoblas,207021,6090,0.309633,102.696014,0.070144,91.013908,7.578614,70.420761,1.466047,0.310491,59.171928,0.778038,312740,10686,0.315297,86.93087,0.034416,46.557037,33.734722,41.7556,0.846154,0.593203,252.11882,0.889645,0.441409,2.222628,0.507679,0.661959,0.569905
Limfoblas,112484,3831,0.326344,97.169342,0.096311,105.625397,8.556511,71.273407,1.695442,0.205685,72.033218,0.752649,118239,4521,0.323052,31.935658,0.072695,5.341583,3.363931,4.779199,0.153208,0.936132,187.552368,0.976511,0.545536,2.107261,0.846733,0.951327,0.847379
Limfoblas,137637,6111,0.322184,93.633278,0.046315,86.838448,4.532695,58.792515,1.37502,0.283597,45.670746,0.794669,195489,9264,0.318375,73.773926,0.028624,35.620529,25.250378,31.985991,0.850409,0.634893,505.853058,0.884557,0.466234,2.810948,0.756121,0.704065,0.65965
Limfoblas,136218,4095,0.327161,97.70591,0.102079,88.59771,5.034532,57.413925,1.418302,0.298546,45.782593,0.801741,179683,6573,0.32177,70.822418,0.052262,28.987146,20.037279,23.818274,0.5713,0.725102,180.300171,0.925212,0.452864,1.857985,0.77697,0.758102,0.623003
Limfoblas,292437,8397,0.315839,96.134094,0.052119,105.13726,2.30243,67.127831,1.514971,0.206692,32.124229,0.781527,373584,8466,0.324602,70.798927,0.0655,29.821444,16.222198,21.548113,0.646375,0.713338,125.182816,0.911676,0.546548,2.869788,0.753231,0.782788,0.99185
Limfoblas,90902,3315,0.326034,96.641441,0.103948,103.724983,4.944608,61.698895,1.607817,0.212376,60.757771,0.75287,106111,4440,0.324993,54.569374,0.06764,16.907955,12.102131,14.460618,0.423524,0.818094,234.426849,0.935103,0.538009,2.011529,0.784011,0.856669,0.746622
Limfoblas,159972,5775,0.312949,113.008606,0.060277,107.794006,7.171488,76.976273,1.572802,0.271437,75.488762,0.761507,221855,7011,0.326852,88.703171,0.056718,42.129189,28.194105,34.240185,0.731097,0.657686,239.986328,0.899435,0.4773,2.493523,0.487726,0.721066,0.823706
Limfoblas,170220,8085,0.297249,97.321785,0.032724,74.618118,6.520833,52.713768,1.27635,0.392605,51.841606,0.812432,271642,10209,0.306087,84.796288,0.032752,45.076618,27.082663,36.087826,0.83396,0.599161,194.181595,0.885038,0.37133,2.983395,0.421679,0.626634,0.791948
Limfoblas,146918,4320,0.322998,109.020027,0.098928,117.254349,8.249392,84.675987,1.715954,0.212616,70.919952,0.723171,172643,9633,0.301828,62.394478,0.02338,19.983265,14.488734,17.312,0.42774,0.810257,334.523071,0.940538,0.537624,2.06501,0.773785,0.850993,0.448458
Limfoblas,192846,4689,0.327463,95.641747,0.11022,122.918121,4.69774,77.362457,1.767167,0.141789,46.832947,0.727005,202408,5742,0.32575,34.270226,0.077146,6.056948,3.748516,5.223388,0.173288,0.931783,150.416122,0.972401,0.625372,2.110261,0.860895,0.952759,0.816614
Limfoblas,224419,5208,0.325921,85.009094,0.103975,93.052986,2.002776,55.458195,1.485725,0.206447,21.813185,0.792125,244157,6330,0.32551,39.046928,0.076572,8.765588,4.117173,6.5884,0.239733,0.900089,80.899048,0.966754,0.547911,2.032787,0.829287,0.919159,0.822749
Limfoblas,130865,3897,0.326676,96.628815,0.108286,123.283775,5.658975,86.441841,1.762176,0.144761,63.437611,0.727178,149403,6387,0.323299,55.294369,0.046023,17.057343,11.094316,14.792225,0.390758,0.822072,224.477631,0.942904,0.6212,2.122549,0.833955,0.87592,0.610146
Limfoblas,209354,5199,0.31887,97.172112,0.097331,107.064407,2.413187,71.585152,1.481447,0.204495,34.710228,0.786724,236213,6015,0.327656,51.220673,0.082043,14.052894,8.061762,11.669271,0.330241,0.857651,118.212067,0.95711,0.549986,2.106564,0.723222,0.886293,0.864339
Limfoblas,188156,4557,0.329099,97.097664,0.11386,112.630371,2.511859,72.86969,1.538543,0.182597,41.747448,0.78157,196171,5043,0.327737,30.279818,0.096932,4.78932,2.642863,4.043245,0.135514,0.94537,113.720238,0.979595,0.575527,1.991696,0.849194,0.959143,0.903629
Limfoblas,153647,5478,0.314964,100.215149,0.064341,86.376549,1.512839,55.943245,1.255176,0.326803,32.00703,0.832712,193865,5742,0.318927,63.846622,0.07389,22.598442,11.363559,18.007441,0.495532,0.782401,120.584854,0.932316,0.427641,2.284404,0.866589,0.792546,0.954023
Limfoblas,183944,4821,0.326168,97.654114,0.099454,99.955009,2.293046,56.76247,1.47834,0.236387,49.512375,0.796865,186571,4833,0.326354,16.578077,0.100374,1.389521,0.764516,1.234783,0.051169,0.979383,107.367592,0.990758,0.514313,2.013784,0.75311,0.98592,0.997517
Limfoblas,226486,5364,0.320277,95.929886,0.098918,117.223053,1.502488,72.622955,1.582268,0.161719,30.607101,0.776072,257485,6825,0.324325,54.437489,0.069463,16.250217,8.684319,13.004985,0.385254,0.835362,128.013824,0.945407,0.600822,2.182262,0.769351,0.879609,0.785934
Limfoblas,142599,4683,0.324042,102.028206,0.081711,112.461906,5.193399,80.782402,1.612801,0.202962,50.800835,0.755101,167652,5916,0.316095,60.890312,0.060195,19.826944,11.285065,16.818853,0.430182,0.808134,177.908173,0.941536,0.549769,2.297841,0.606278,0.850565,0.791582
Limfoblas,199381,4770,0.322349,90.447128,0.110118,109.464157,1.303827,65.281372,1.547392,0.165205,21.806686,0.773024,219775,7323,0.324603,44.323147,0.0515,11.163815,6.751913,9.054386,0.31491,0.873666,151.930878,0.954371,0.596944,2.063149,0.800777,0.907205,0.651372
Limfoblas,200877,4866,0.326117,91.761223,0.106609,109.091225,3.448276,72.211411,1.615938,0.171609,36.884064,0.76475,218715,7446,0.323176,41.327297,0.049573,9.598891,6.0141,8.229688,0.263792,0.890643,155.306778,0.961936,0.587982,2.081266,0.893169,0.918442,0.653505
Limfoblas,147979,5187,0.313464,100.355713,0.069116,94.600197,6.68579,67.129616,1.523262,0.276467,51.13073,0.764328,184243,6543,0.315958,64.896057,0.054081,23.40678,14.277592,19.508808,0.503173,0.773138,172.753616,0.93124,0.472669,2.315625,0.757903,0.803173,0.792756
Limfoblas,202898,4785,0.326118,94.364632,0.111359,114.440392,2.693082,71.799843,1.604455,0.164594,41.100876,0.76581,220578,6219,0.326045,41.543026,0.071669,9.549549,6.574603,8.243812,0.262215,0.891696,153.612854,0.963332,0.597349,2.051887,0.89414,0.919847,0.769416
Limfoblas,218688,5439,0.319571,91.563545,0.092896,106.126472,3.258249,67.764854,1.581523,0.181978,37.608467,0.770124,240430,6576,0.324025,45.025959,0.069867,11.063541,6.25997,8.593009,0.276998,0.882313,115.907768,0.962536,0.575534,2.202024,0.903681,0.90957,0.827099
Limfoblas,252781,6525,0.31376,99.115837,0.074609,102.630211,1.798118,62.765316,1.474181,0.230658,25.99469,0.786861,322916,8592,0.321863,71.47966,0.054968,29.244793,15.159431,22.398417,0.627199,0.726013,133.962677,0.914436,0.520331,2.340387,0.929186,0.782807,0.759427
Limfoblas,181034,7077,0.306636,100.629738,0.045423,92.119049,3.584455,62.484341,1.412901,0.292713,45.386398,0.787635,262606,9693,0.323533,83.473122,0.035124,42.385944,25.345707,33.593742,0.844,0.622265,209.951202,0.883565,0.457582,2.812798,0.656055,0.689375,0.730115
Limfoblas,163480,4236,0.329737,103.017647,0.114489,121.648689,2.686871,71.399178,1.63061,0.173954,54.289764,0.759912,169557,4593,0.329135,29.999504,0.101003,4.332643,2.941912,3.868787,0.129978,0.950571,159.091263,0.979145,0.584598,2.00189,0.742978,0.96416,0.922273
Limfoblas,83379,3138,0.322167,104.791962,0.106405,116.848549,2.574301,66.48568,1.604297,0.195745,53.56559,0.759922,104108,4446,0.32406,72.202652,0.066184,28.566898,16.502996,23.52898,0.623912,0.732586,241.582932,0.906216,0.557089,2.027132,0.652632,0.800889,0.705803
Limfoblas,146883,4302,0.322267,108.164063,0.099733,108.894791,3.548596,74.390709,1.529619,0.24477,54.304462,0.777708,191297,5595,0.325689,78.731873,0.076792,33.318081,22.692081,27.8946,0.632203,0.711327,201.229782,0.913277,0.504659,1.993513,0.53186,0.767827,0.768901
Limfoblas,139563,4152,0.3194,110.074821,0.101734,112.393661,5.775607,82.246773,1.607751,0.237949,66.659157,0.759316,168090,7467,0.321358,65.451126,0.037884,21.990025,17.717617,20.945936,0.462736,0.793136,321.957611,0.936037,0.511415,1.986603,0.723412,0.830287,0.556047
Limfoblas,172096,7185,0.304004,98.328537,0.041892,99.420433,4.115594,70.445763,1.500805,0.242275,43.91156,0.775615,228028,6693,0.321027,71.4207,0.063967,31.460169,17.975975,25.205019,0.69249,0.689754,164.356384,0.902756,0.507119,3.081046,0.764807,0.754714,1.07351
Limfoblas,157705,4497,0.323866,116.12484,0.097996,129.080002,13.018023,95.247238,1.844653,0.197852,74.737801,0.700187,202213,7302,0.317487,83.660194,0.047658,35.918167,24.808456,30.917614,0.637372,0.703922,292.184357,0.91372,0.553328,2.105337,0.765355,0.779895,0.615859
Limfoblas,103886,3531,0.323379,106.28569,0.104706,106.697273,3.089393,67.360565,1.442917,0.246519,56.421242,0.809713,125040,5694,0.317879,66.049492,0.048465,22.217665,14.004337,18.139732,0.485773,0.795676,291.337677,0.9326,0.50348,1.935855,0.815867,0.830822,0.620126
Limfoblas,207288,4977,0.324119,108.828117,0.10516,93.039635,1.424087,59.385441,1.223786,0.332921,24.790136,0.850955,246313,5454,0.327349,61.375858,0.104056,18.026791,9.190503,13.661407,0.38068,0.842296,111.348404,0.948272,0.423175,1.767401,0.818477,0.841563,0.912541
Limfoblas,127662,3966,0.319364,106.558548,0.101992,92.229767,2.327347,48.249828,1.29067,0.323964,53.802036,0.839508,141122,4998,0.295192,46.640556,0.070992,10.149529,6.043909,8.129135,0.228914,0.905151,164.941895,0.968296,0.430099,1.815934,0.358076,0.904622,0.793517
Limfoblas,139332,3855,0.328066,106.953201,0.117818,113.399521,1.453297,57.278706,1.469748,0.220299,29.069683,0.813457,161488,4329,0.324451,63.208717,0.108287,19.174095,9.665863,13.765591,0.425706,0.830974,163.855255,0.939797,0.531242,1.880488,0.8764,0.862801,0.890506
Limfoblas,71989,2715,0.328604,104.187881,0.122726,120.851112,5.354166,63.029224,1.696797,0.179408,100.375374,0.778278,74337,2817,0.326874,30.406572,0.117718,4.4767,2.985473,3.776253,0.122334,0.949379,218.024948,0.980252,0.576207,1.911972,0.766571,0.968414,0.963791
Limfoblas,85018,2937,0.325934,100.511299,0.123855,72.69931,4.328229,40.526848,1.14565,0.427737,66.638397,0.850703,89122,3162,0.325132,26.687819,0.112014,3.408684,2.506555,3.133996,0.09858,0.961091,165.342651,0.985274,0.34466,1.464108,0.95194,0.953951,0.928842
Limfoblas,151130,4260,0.324024,105.305534,0.104651,108.97023,2.320508,58.503719,1.461388,0.230642,42.695259,0.808138,167404,4803,0.325063,50.794895,0.091191,12.355278,6.207137,9.314281,0.28206,0.884117,143.660614,0.959447,0.520227,1.97405,0.970287,0.902786,0.886946
Limfoblas,183328,5790,0.315537,110.74231,0.06872,108.053619,1.480437,69.93679,1.355767,0.261838,36.242245,0.831701,240127,6054,0.309247,81.035057,0.082332,34.176315,16.909931,24.57633,0.670984,0.713101,170.532867,0.904805,0.488614,2.353658,0.622334,0.763463,0.956392
Limfoblas,139685,3753,0.326389,106.145737,0.124624,117.393341,3.415922,74.354851,1.575196,0.201284,71.172943,0.799275,144207,4164,0.320439,28.456097,0.104514,3.828594,2.345578,3.313318,0.10634,0.957239,177.005966,0.983009,0.552174,1.865308,0.845979,0.968642,0.901297
Limfoblas,193722,4989,0.320863,115.105942,0.097805,125.232704,4.003362,81.046875,1.542193,0.210614,66.304634,0.811426,213460,5844,0.324541,52.545898,0.078543,12.59433,7.983042,10.7066,0.27375,0.885533,210.266251,0.96094,0.542715,2.080484,0.922611,0.907533,0.853696
Limfoblas,184770,4443,0.325338,109.259598,0.117622,141.307449,2.581051,87.761497,1.626143,0.143157,61.426395,0.791052,197139,4959,0.320982,45.254539,0.100738,9.448019,5.633371,7.767046,0.224601,0.910807,192.092865,0.966079,0.626679,2.04558,0.979702,0.937257,0.895947
Limfoblas,185273,4674,0.320611,108.178162,0.106572,125.874451,3.165365,72.863037,1.635653,0.180008,60.42923,0.785978,210779,6042,0.319877,61.334942,0.072556,17.873894,11.45511,15.314621,0.36851,0.840766,205.981262,0.947943,0.576851,2.057218,0.864628,0.878992,0.773585
Limfoblas,280340,7725,0.316831,115.808105,0.059033,107.143044,5.242286,77.033714,1.465474,0.289025,53.232731,0.795999,335514,7380,0.321207,67.265366,0.077412,21.213238,12.888208,17.503735,0.416167,0.821114,166.056854,0.944507,0.461761,2.474375,0.871421,0.835554,1.046748
Limfoblas,159755,4764,0.324318,101.718178,0.088455,109.504333,3.294847,69.423447,1.539049,0.214061,43.275356,0.791246,194266,6210,0.317741,66.487434,0.063303,24.069208,13.572433,18.624989,0.504849,0.773506,162.850189,0.929485,0.537863,2.183318,0.837827,0.822352,0.76715
Limfoblas,241764,6447,0.310613,104.316391,0.073095,114.809616,2.538749,73.281197,1.546789,0.204266,39.303589,0.797977,298967,7785,0.320671,72.247795,0.061989,27.859421,15.565223,21.791925,0.564608,0.750168,163.276779,0.922231,0.549199,2.429163,0.70041,0.808665,0.828131
Limfoblas,246719,6048,0.310297,111.196411,0.08476,93.745117,2.637076,62.078953,1.267694,0.340569,39.373234,0.838805,298306,9258,0.317849,64.177643,0.043736,19.743519,12.461691,16.182213,0.392698,0.827814,169.740601,0.947812,0.416221,1.961089,0.697253,0.827067,0.653273
Limfoblas,278356,6465,0.32125,109.677139,0.08369,124.947701,2.983402,84.508629,1.562862,0.190602,43.025043,0.791879,335437,7821,0.319963,71.762207,0.068912,25.971453,13.845485,20.269203,0.514483,0.775264,163.184952,0.928472,0.56573,2.303992,0.668349,0.829831,0.826621
Limfoblas,100469,3363,0.32894,115.559738,0.111632,126.206314,5.505541,89.205696,1.556883,0.208554,87.582275,0.788365,102042,3489,0.328061,20.525835,0.105338,1.902218,1.190658,1.627933,0.057688,0.975825,192.102859,0.989649,0.544725,1.957509,0.738168,0.984585,0.963886
Limfoblas,162558,5790,0.32239,116.363167,0.060934,135.615067,7.862406,96.682755,1.787112,0.178532,79.914841,0.744131,193205,5073,0.326872,72.391525,0.094341,25.206898,13.666719,19.155077,0.490974,0.786975,202.058365,0.930374,0.576545,2.725989,0.843228,0.841376,1.141336
Limfoblas,132203,3786,0.31956,114.939751,0.115902,139.746353,6.870602,99.886391,1.756672,0.162975,86.233154,0.753024,145486,3996,0.32185,54.291428,0.114493,13.682597,8.342366,11.437399,0.299357,0.875426,236.481613,0.955488,0.597012,2.009554,0.946878,0.908699,0.947447
Limfoblas,139491,4341,0.32312,113.524361,0.09302,117.647713,5.253793,79.150124,1.539685,0.232282,68.274208,0.795761,171323,5958,0.312433,73.761307,0.060649,26.992882,17.694233,22.593447,0.51327,0.769849,240.461548,0.931025,0.518548,2.079023,0.798794,0.814199,0.7286
Limfoblas,149343,6561,0.31348,115.792603,0.043597,104.667892,5.127062,73.663628,1.459486,0.299971,62.546188,0.790954,198388,5496,0.327495,82.506729,0.082534,34.336697,19.330824,26.639896,0.657944,0.718449,212.624893,0.907686,0.450166,2.847656,0.686377,0.752782,1.193777
Limfoblas,218907,9453,0.310157,113.585381,0.030784,121.647743,1.057438,75.417038,1.441722,0.216791,37.549259,0.816435,288477,7395,0.323459,86.572861,0.066289,39.066574,17.515348,28.621069,0.747871,0.681169,159.429749,0.895751,0.534912,3.692578,0.876296,0.758837,1.278296
Limfoblas,127029,3837,0.326678,112.71299,0.108425,127.392654,2.096825,78.204376,1.557012,0.192846,37.259338,0.783733,144396,4146,0.329599,60.765652,0.105562,17.509779,8.2339,12.885487,0.39102,0.844841,171.200821,0.940919,0.561856,2.01735,0.95457,0.879727,0.92547
Limfoblas,260053,6297,0.318275,113.881927,0.082415,111.143631,2.629619,72.269928,1.39839,0.262308,41.805733,0.829944,312659,7362,0.321049,69.122963,0.072492,22.829113,13.940915,18.811756,0.448534,0.806617,165.494812,0.941444,0.488717,2.157985,0.755584,0.831746,0.855338
Limfoblas,223753,6333,0.312521,115.085342,0.070107,113.979889,3.882813,73.544724,1.484791,0.254195,57.138416,0.814839,295354,10332,0.318133,84.116203,0.034768,36.369133,24.800459,31.769711,0.648748,0.700575,258.680542,0.914744,0.495979,2.354275,0.674319,0.757576,0.61295
Limfoblas,98830,3399,0.313833,115.28891,0.107497,102.828659,2.988228,65.95137,1.348881,0.308598,52.086437,0.82432,127484,4608,0.305146,77.24752,0.075447,29.607201,17.521805,24.039328,0.573437,0.75182,224.982162,0.918946,0.443701,1.792722,0.643958,0.775235,0.73763
Limfoblas,168707,4194,0.327208,110.089714,0.120527,140.689407,3.355779,82.784401,1.768918,0.144421,59.463409,0.769318,178447,4440,0.328973,41.577114,0.11375,7.99302,4.889809,6.362088,0.197775,0.92245,180.587448,0.970576,0.621389,2.010546,0.7508,0.945418,0.944595
Limfoblas,110020,3423,0.320386,108.479752,0.117996,141.019272,6.925923,83.238213,1.856806,0.137665,107.116638,0.754045,113541,3573,0.319047,30.473978,0.111763,4.363894,2.980226,3.846186,0.116498,0.951539,245.223663,0.980348,0.629679,2.047249,0.925923,0.968989,0.958018
Limfoblas,171491,4113,0.329263,101.721664,0.12739,150.770752,5.266712,86.592735,1.876343,0.099628,97.501579,0.746245,174606,4233,0.328561,23.854469,0.122454,2.677979,1.85606,2.395835,0.08005,0.967469,219.526886,0.986374,0.688816,2.060621,0.85186,0.98216,0.971651
Limfoblas,149425,4281,0.313065,111.904327,0.102457,120.084869,2.657472,68.467781,1.550956,0.215055,58.686077,0.811623,169382,6270,0.302296,58.769474,0.054143,16.254114,10.435713,13.697656,0.341192,0.85397,231.385971,0.953276,0.536535,2.025071,0.641729,0.882178,0.682775
Limfoblas,183710,4656,0.319427,111.976257,0.106492,115.299408,1.551793,64.705872,1.412125,0.236024,33.899654,0.825828,203303,5799,0.312915,51.761375,0.075971,12.465851,6.851389,9.227418,0.284627,0.887012,149.549423,0.959699,0.515402,1.938385,0.713546,0.903627,0.802897
Limfoblas,190405,5085,0.319539,112.85762,0.092535,122.201401,5.072359,81.550331,1.621036,0.211658,73.375488,0.801189,206825,6051,0.315709,47.367752,0.070984,10.357347,7.528201,9.585634,0.230265,0.902504,215.426804,0.970089,0.540612,2.111711,0.509893,0.920609,0.840357
Limfoblas,176566,4746,0.326135,112.664291,0.098506,128.335953,3.889121,86.836006,1.672155,0.189114,51.507107,0.78839,194643,4638,0.326569,53.483585,0.113707,13.245079,7.167197,10.413638,0.281664,0.881631,144.92865,0.959869,0.565706,2.109333,0.631726,0.907127,1.023286
Limfoblas,234773,6210,0.313879,116.328278,0.076502,102.326942,4.65876,73.350983,1.401862,0.316433,54.03405,0.810616,307419,6147,0.326101,80.524895,0.102238,31.759846,19.968197,25.845852,0.566907,0.74326,162.37587,0.927381,0.436774,2.116565,0.64506,0.763691,1.010249
Limfoblas,231553,5541,0.32069,114.784294,0.094773,120.946205,3.193581,77.227196,1.567506,0.224073,38.94315,0.790792,279586,6588,0.327131,72.656441,0.08095,25.420492,14.189026,19.532314,0.493544,0.787764,155.712067,0.932055,0.526893,2.089366,0.879443,0.8282,0.841075
Limfoblas,128755,4878,0.31801,116.135956,0.067997,123.185112,2.043284,80.488625,1.508605,0.220654,53.815968,0.80076,158158,4428,0.328656,75.503296,0.101364,27.91428,14.742134,22.37697,0.568201,0.764499,209.553726,0.917303,0.530063,2.473631,0.634608,0.814091,1.101626
Limfoblas,97094,3168,0.325626,113.260612,0.121572,116.185883,2.993159,61.496422,1.486559,0.23634,57.322659,0.811099,106292,3486,0.322502,49.151485,0.109915,11.092191,6.149093,8.252728,0.246477,0.898636,157.504181,0.963786,0.513698,1.818599,0.677427,0.913465,0.908778
Limfoblas,230629,5712,0.320474,113.233971,0.088827,117.992119,3.952738,75.801758,1.547536,0.229504,57.060482,0.798301,264859,6600,0.32061,60.721336,0.076408,17.5196,11.190403,14.632028,0.362864,0.84509,187.79953,0.950976,0.521502,2.145755,0.808887,0.870761,0.865455
Limfoblas,192058,6327,0.317202,111.910378,0.06029,123.434914,1.695671,75.454613,1.508741,0.203812,34.926441,0.806459,228112,6201,0.316043,69.723167,0.074548,23.622517,10.774534,17.527302,0.491972,0.797055,158.817429,0.931814,0.549719,2.671875,0.740095,0.841946,1.020319
Limfoblas,132566,4527,0.312045,115.188599,0.081287,104.152962,2.301328,69.680885,1.32776,0.301525,49.81776,0.82884,159198,5133,0.319943,66.281433,0.075929,20.850119,10.765704,16.168526,0.421701,0.820148,179.989548,0.942454,0.450454,2.086175,0.885539,0.832711,0.88194
Limfoblas,188283,4719,0.326374,110.358665,0.106248,126.408852,3.975682,80.526779,1.643308,0.18682,72.619995,0.790167,203723,5907,0.323347,46.607738,0.07337,10.146173,7.298836,9.3781,0.237047,0.901817,228.384933,0.965603,0.568714,2.049957,0.756933,0.924211,0.798883
Limfoblas,99797,3324,0.329268,114.624359,0.113502,124.715385,4.775634,86.043335,1.562127,0.20968,87.662247,0.79083,116600,4122,0.32769,65.03437,0.086237,20.473108,14.010859,18.39205,0.423069,0.816905,289.499573,0.93806,0.542918,1.937063,0.771922,0.855892,0.806405
Limfoblas,99099,3174,0.329326,101.927155,0.123613,96.707672,2.667995,62.157028,1.335737,0.276514,49.002506,0.832825,113928,3489,0.328498,52.791477,0.117608,14.579065,8.454904,11.513623,0.328501,0.855745,148.828812,0.95379,0.474521,1.736324,0.781653,0.869839,0.909716
Limfoblas,188854,4704,0.325837,101.897438,0.107251,117.698494,3.058992,67.577278,1.596132,0.183408,56.151836,0.790321,202144,5511,0.325149,40.269966,0.083639,8.061736,5.205669,7.191695,0.206634,0.914136,160.833847,0.969888,0.573238,2.04878,0.762464,0.934255,0.853566
Limfoblas,125935,3978,0.323652,104.696999,0.100006,126.304161,4.393134,81.192017,1.688821,0.165865,63.746727,0.769653,140915,4986,0.321174,53.286377,0.07123,14.53832,9.151478,12.46101,0.34214,0.854713,223.398224,0.949728,0.594022,2.159609,0.85747,0.893695,0.797834
Limfoblas,145947,5181,0.307884,104.058357,0.068325,102.030266,5.860662,57.027809,1.503987,0.257632,65.727737,0.801683,165437,5859,0.292861,52.555954,0.060561,13.901768,8.255336,10.937162,0.312776,0.864808,189.870956,0.954397,0.491454,2.374427,0.783274,0.882191,0.884281
Limfoblas,161125,4461,0.312583,98.941399,0.101744,84.651421,1.265482,47.521118,1.186444,0.33204,24.451063,0.855603,202966,7062,0.303344,66.259384,0.051142,23.256535,11.265856,17.934969,0.487708,0.785279,129.446671,0.934942,0.42398,1.809002,0.854916,0.793852,0.631691
Limfoblas,168849,4296,0.325076,106.693924,0.114969,116.327065,3.698949,67.911697,1.593063,0.207597,57.132614,0.798755,178758,4698,0.322742,37.963802,0.101777,6.855374,4.404663,5.725943,0.169702,0.930882,156.983597,0.976057,0.544941,1.919571,0.65618,0.944568,0.914432
Limfoblas,140822,4191,0.325421,113.755402,0.10075,134.672684,17.620928,107.069725,1.979114,0.171043,116.292282,0.684581,144395,4017,0.32572,26.53686,0.11245,3.212342,2.338979,3.086444,0.087068,0.963143,238.743988,0.986021,0.584603,2.13391,0.656759,0.975255,1.043316
Limfoblas,229420,6606,0.319324,114.817917,0.066064,119.36692,3.855939,85.047493,1.560811,0.230031,50.737015,0.785933,282229,6672,0.323271,74.693932,0.079671,27.511866,15.275292,21.762655,0.540252,0.768084,187.625214,0.92395,0.520029,2.476012,0.626607,0.812886,0.990108
Limfoblas,221629,5688,0.324663,112.624283,0.086083,126.926018,4.925765,91.017502,1.627115,0.194538,59.149612,0.783808,256377,8025,0.322946,63.835083,0.050026,19.789881,13.152598,16.930626,0.39908,0.825042,222.820129,0.946264,0.560319,2.260731,0.919795,0.864465,0.708785
