Citra,LuasInti,KelilingInti,SolidityInti,GranularityInti,CircularityInti,RerataRInti,RerataGInti,RerataBInti,EntropiInti,EnergiInti,KontrasInti,HomogenitasInti,LuasSitoplasma,KelilingSitoplasma,SoliditySitoplasma,GranularitySitoplasma,CircularitySitoplasma,RerataRSitoplasma,RerataGSitoplasma,RerataBSitoplasma,EntropiSitoplasma,EnergiSitoplasma,KontrasSitoplasma,HomogenitasSitoplasma,LuasNormalInti,KelilingNormalInti,Eccentricity,LIperLP ,KIperKP
Limfoblas,163301,4488,0.322083,108.914566,0.101881,108.278999,2.660602,67.670677,1.484211,0.251403,54.369732,0.808638,189007,6762,0.306378,59.293888,0.051944,17.1612,11.198779,15.200869,0.378619,0.841596,237.830643,0.94553,0.498148,1.951304,0.777343,0.863994,0.663709
Limfoblas,67873,2718,0.320712,107.534103,0.115454,102.630638,3.511477,63.413055,1.442138,0.27063,66.724907,0.809511,85441,6132,0.297324,72.210701,0.028554,26.786718,19.196878,21.842548,0.587819,0.753984,491.352722,0.914822,0.478215,1.795244,0.831555,0.794384,0.443249
Limfoblas,97163,3069,0.330075,105.044075,0.129633,135.054153,2.96699,82.312477,1.685688,0.142714,64.3368,0.766249,102803,3183,0.329687,39.884266,0.127509,7.696898,4.496137,6.247232,0.205449,0.919587,211.439163,0.965006,0.624609,1.944867,0.944942,0.945138,0.964185
Limfoblas,74163,2880,0.327015,90.916359,0.11236,105.975555,2.767091,53.962898,1.567923,0.178496,50.061378,0.777419,88845,4266,0.323047,57.198093,0.061348,20.404007,12.613154,17.299063,0.515515,0.772667,211.412567,0.924331,0.579308,2.011173,0.833314,0.834746,0.675106
Limfoblas,199997,4632,0.327324,111.507469,0.117138,132.304062,3.442453,97.157463,1.51886,0.176372,56.516903,0.808039,234850,5826,0.327198,68.198631,0.086948,22.936378,14.814589,19.997356,0.464202,0.799417,224.906448,0.933804,0.585413,1.981181,0.87751,0.851595,0.795057
Limfoblas,59326,2526,0.324969,108.649658,0.116839,128.470718,3.412995,76.801628,1.637301,0.172277,82.711273,0.771369,72362,2958,0.325735,74.047455,0.103926,28.042349,18.064362,23.852842,0.60005,0.748197,342.811523,0.911779,0.584827,1.982732,0.700231,0.81985,0.853955
Limfoblas,172613,4359,0.328792,111.2686,0.114159,130.855682,3.422339,93.969582,1.555323,0.178402,57.809483,0.80409,183502,4410,0.328936,41.924274,0.11857,8.172111,4.5686,6.856419,0.195866,0.921189,169.695969,0.969615,0.58121,1.999541,0.893352,0.94066,0.988435
Limfoblas,60427,2586,0.325796,112.651222,0.113549,116.973274,4.861207,69.795464,1.528653,0.229721,91.315659,0.797184,71658,3321,0.322048,64.261009,0.081646,20.83913,13.574634,18.41263,0.452279,0.805231,318.149017,0.92957,0.519664,1.895894,0.914161,0.843269,0.778681
Limfoblas,197497,4785,0.326903,108.98085,0.108394,142.807373,5.411449,104.32032,1.770273,0.136941,73.083969,0.746115,209934,5331,0.327939,43.585754,0.092827,8.861838,5.70861,7.633503,0.210131,0.914736,211.703552,0.967744,0.633009,2.139982,0.840128,0.940758,0.89758
Limfoblas,159435,4350,0.313608,110.767967,0.10588,120.841774,3.766224,78.514458,1.550494,0.208452,63.395931,0.807446,170125,4695,0.308362,41.051105,0.096985,7.896541,4.959383,7.064236,0.192311,0.921748,175.621033,0.971904,0.544643,2.002762,0.595285,0.937164,0.926518
Limfoblas,62201,2445,0.329996,110.3125,0.130752,115.816544,5.076822,70.412888,1.532485,0.224685,90.604576,0.797979,67605,2649,0.328748,44.938686,0.121067,9.734185,6.050601,8.661985,0.238549,0.900901,257.436768,0.960879,0.525622,1.774311,0.87676,0.920065,0.92299
Limfoblas,47308,2304,0.328466,109.320763,0.11199,128.065475,6.12304,64.303818,1.654698,0.176306,125.613846,0.765237,51595,2553,0.325473,48.192558,0.099475,11.246595,7.56306,9.987646,0.278693,0.885117,362.170868,0.955086,0.580395,2.017513,0.857576,0.916911,0.902468
Limfoblas,90818,3219,0.327078,114.574356,0.110139,124.357491,6.258935,76.614075,1.593525,0.210128,88.597275,0.793243,100711,3615,0.325262,52.639721,0.096843,13.080252,8.835853,11.441407,0.29136,0.876933,261.591339,0.956929,0.541718,1.965201,0.787402,0.901768,0.890456
Limfoblas,99128,3264,0.32956,109.271423,0.116925,120.850266,5.559433,63.721634,1.595473,0.201665,81.881935,0.788366,105271,3573,0.328647,39.326595,0.103622,7.34739,4.765941,6.164684,0.18677,0.924439,218.971359,0.969551,0.5514,1.924528,0.870766,0.941646,0.913518
Limfoblas,103794,3759,0.321167,113.969452,0.092308,114.689514,6.401478,84.23838,1.513573,0.245743,79.261742,0.790128,128629,5145,0.320262,73.508652,0.061063,27.186981,17.173647,23.360714,0.529489,0.764416,285.085754,0.925911,0.503815,2.069934,0.862289,0.806925,0.730612
Limfoblas,145547,4575,0.322837,110.188599,0.087384,108.346634,1.371477,66.240341,1.375019,0.257476,34.888958,0.828532,177008,6699,0.326283,70.347427,0.049566,23.885477,12.544409,18.234102,0.517321,0.790277,220.191391,0.928272,0.492875,2.104416,0.814756,0.822262,0.682938
Limfoblas,95089,3471,0.322065,110.614723,0.099182,114.84491,4.728556,80.086998,1.544325,0.230591,73.157143,0.7952,105476,4014,0.322684,51.64415,0.082264,12.652797,7.200129,10.946327,0.274744,0.8816,211.937607,0.957634,0.51972,2.025088,0.814318,0.901523,0.864723
Limfoblas,115466,3453,0.328688,108.766632,0.121694,133.628555,1.668508,75.672356,1.611385,0.158905,48.520378,0.781681,128729,4581,0.322033,57.409309,0.077084,15.384239,9.192956,13.241883,0.361861,0.857252,245.999969,0.944649,0.603315,1.973143,0.912537,0.89697,0.753766
Limfoblas,173285,6498,0.320485,108.611092,0.051572,128.44989,3.182327,76.495857,1.610387,0.173601,60.182125,0.787915,199691,6084,0.318508,64.778923,0.067794,20.231003,10.683928,15.227074,0.436535,0.821027,216.315536,0.936193,0.584498,2.983471,0.776061,0.867766,1.068047
Limfoblas,174943,4632,0.323187,111.126205,0.102464,130.756531,2.698635,87.570877,1.565578,0.177834,55.54351,0.801938,193352,4731,0.327342,54.807804,0.108556,13.954453,8.147263,11.301126,0.307382,0.874532,182.54863,0.954868,0.581705,2.111212,0.926797,0.90479,0.979074
Limfoblas,125685,3906,0.315869,106.352112,0.103521,93.896309,1.992371,50.900032,1.317859,0.312836,45.945396,0.829034,135147,4965,0.305324,38.604595,0.068893,7.105957,3.983007,6.010491,0.184621,0.927622,167.446793,0.971067,0.439815,1.823529,0.542534,0.929987,0.786707
Limfoblas,150780,5166,0.314987,114.272255,0.070998,108.131355,8.261975,79.136177,1.56197,0.275905,67.031265,0.773046,207470,6291,0.32169,86.104546,0.065876,39.918114,26.911674,34.198048,0.723664,0.66888,252.751556,0.903255,0.473231,2.287865,0.804964,0.726756,0.821173
Limfoblas,114596,4254,0.314724,106.582581,0.079576,109.927589,4.261796,70.630081,1.551269,0.232775,68.881264,0.79658,129371,4662,0.317385,54.104977,0.0748,14.434028,8.580564,11.310859,0.323184,0.862525,207.783676,0.95425,0.516757,2.257962,0.885071,0.885794,0.912484
Limfoblas,127737,3636,0.326947,112.578056,0.121417,123.346092,9.369188,87.317993,1.706569,0.205206,98.881439,0.773304,162547,9342,0.316314,79.94323,0.023405,33.02021,26.614351,31.046104,0.596165,0.713518,465.220825,0.92098,0.546417,1.880041,0.848234,0.785847,0.38921
Limfoblas,220852,5142,0.325937,113.821724,0.104966,119.842865,2.640651,82.9935,1.534689,0.224444,40.359062,0.806081,255290,8634,0.30874,62.762695,0.043035,18.358541,11.963744,15.771968,0.401154,0.835602,225.289185,0.946075,0.526786,1.985328,0.785565,0.865102,0.595552
Limfoblas,182803,4467,0.324974,111.460182,0.115123,127.961678,4.406857,91.864029,1.574485,0.187479,75.301765,0.79775,195112,5052,0.327247,43.086063,0.096065,8.555996,5.681948,7.718515,0.197749,0.917894,204.18364,0.971349,0.569629,1.971315,0.886518,0.936913,0.884204
Limfoblas,126957,4005,0.322627,116.443947,0.099463,129.38089,5.081405,86.160126,1.626809,0.199576,76.346191,0.787559,151491,5091,0.322356,70.913597,0.07345,24.302843,16.721796,21.713924,0.490296,0.789228,292.840179,0.928826,0.553353,2.090292,0.903074,0.83805,0.786682
Limfoblas,115719,3654,0.323773,111.438652,0.108912,117.275169,3.097236,75.339447,1.521535,0.224163,62.92907,0.802199,136477,4590,0.323565,65.163513,0.081404,20.997757,12.363511,17.125607,0.438672,0.811806,233.290039,0.935599,0.526558,1.947761,0.778921,0.847901,0.796078
Limfoblas,171509,4413,0.325853,108.266373,0.11067,132.373047,1.811221,83.070587,1.616415,0.161606,43.757824,0.781985,183763,4650,0.327718,45.062176,0.106798,9.501022,4.800086,7.378441,0.232323,0.909247,153.924377,0.965393,0.600337,2.064079,0.919257,0.933316,0.949032
Limfoblas,126818,3657,0.328896,106.209961,0.119163,124.261536,2.049217,68.229004,1.608974,0.177172,55.718552,0.784164,132337,3852,0.327809,34.291325,0.112078,5.459661,2.935869,4.462644,0.149821,0.942335,170.856003,0.975166,0.57997,1.953526,0.840268,0.958296,0.949377
Limfoblas,93413,3981,0.311196,111.888939,0.074068,116.307236,4.10988,75.995567,1.566913,0.228311,76.38501,0.774162,116860,4254,0.324074,76.033089,0.081149,29.305878,17.762482,24.198311,0.602055,0.746061,287.166718,0.912306,0.520842,2.350059,0.779005,0.799358,0.935825
Limfoblas,133214,3942,0.323611,109.878632,0.107727,102.119453,2.847001,63.465881,1.368921,0.286516,38.872097,0.824739,147545,4350,0.326238,46.65432,0.097984,10.676482,5.892582,8.402609,0.256624,0.896537,133.401688,0.962165,0.464549,1.840336,0.764383,0.90287,0.906207
Limfoblas,103788,3600,0.324425,114.520203,0.100636,116.182365,3.671503,75.623291,1.47353,0.2421,64.56678,0.803949,121827,4227,0.321793,64.753197,0.085682,20.080244,11.846716,17.104395,0.420341,0.823123,231.754288,0.93842,0.508018,1.99115,0.857642,0.851929,0.851668
Limfoblas,105801,3507,0.325221,114.312096,0.108101,121.62075,3.598581,79.727463,1.549704,0.219044,65.238243,0.785756,128204,4644,0.322874,72.303429,0.074701,25.531298,16.465771,21.608118,0.524163,0.779068,277.632141,0.925817,0.531912,1.965807,0.774545,0.825255,0.755168
Limfoblas,173833,4890,0.326054,110.839706,0.091353,121.193771,2.862508,77.050331,1.5218,0.207648,51.760708,0.80084,199772,5115,0.327156,62.330502,0.095952,18.534172,10.261973,13.962405,0.384994,0.837136,173.525253,0.944369,0.545739,2.165633,0.810042,0.870157,0.956012
Limfoblas,95951,3243,0.32747,105.203262,0.114648,107.735947,2.295471,55.609985,1.447223,0.236541,58.815426,0.810662,103366,3810,0.315684,42.428776,0.089482,8.59001,4.758933,7.240901,0.217688,0.913725,192.043274,0.966136,0.514141,1.876736,0.740678,0.928265,0.851181
Limfoblas,88098,3699,0.313201,112.072044,0.080911,114.15995,3.233138,74.826225,1.467549,0.239339,66.207367,0.804087,113000,3492,0.326588,80.438995,0.11645,32.976963,17.267967,26.853308,0.645583,0.72345,241.907135,0.903658,0.510299,2.225632,0.687537,0.779628,1.059278
Limfoblas,138662,3903,0.325881,114.29673,0.114385,124.386978,13.826896,84.917404,1.777395,0.20777,109.562141,0.757325,147662,4392,0.326094,42.189285,0.096195,8.057297,5.906482,7.150685,0.173555,0.923337,258.016388,0.975038,0.543091,1.930267,0.991817,0.93905,0.888661
Limfoblas,92168,4152,0.313445,107.055847,0.067185,79.039055,2.731021,53.217983,1.112345,0.416343,51.24205,0.864753,129618,7071,0.303976,80.900749,0.032577,33.08474,19.920984,27.864803,0.629033,0.724812,278.271454,0.915992,0.353378,2.029325,0.746842,0.711074,0.587187
Limfoblas,171511,4161,0.329222,110.14917,0.124482,126.847214,5.707049,85.842552,1.650299,0.185413,80.483612,0.785109,174941,4242,0.32885,23.277088,0.122169,2.497276,1.660016,2.160602,0.072432,0.970785,183.460251,0.987453,0.571223,1.896536,0.877883,0.980393,0.980905
Limfoblas,77908,2832,0.325663,112.955025,0.122069,122.400543,5.220175,80.630684,1.572315,0.210748,118.008774,0.793467,82243,3051,0.325776,37.38945,0.111026,6.538156,4.762914,5.986374,0.168149,0.9313,298.350769,0.971994,0.541065,1.865613,0.59654,0.94729,0.92822
Limfoblas,117866,3780,0.327474,112.189613,0.103661,126.597427,9.021038,89.854996,1.621289,0.194343,97.325836,0.784444,125496,4074,0.326805,41.934658,0.095016,8.131732,5.670539,6.850337,0.185828,0.920882,239.852844,0.972103,0.560754,2.061069,0.855318,0.939201,0.927835
Limfoblas,107875,4236,0.317376,112.129379,0.075547,96.353889,3.250803,66.357101,1.300899,0.328811,47.723434,0.832007,148274,5508,0.321004,83.431435,0.061417,36.227486,20.781004,29.980009,0.687915,0.699214,232.635712,0.907544,0.425593,2.103277,0.755366,0.727538,0.769063
Limfoblas,114254,3783,0.317214,115.950928,0.100325,119.064224,5.7552,84.472336,1.533848,0.235983,70.709679,0.788654,133317,4446,0.325151,64.115677,0.084753,19.625277,10.971004,15.345578,0.390573,0.827825,215.234207,0.943488,0.513963,2.005832,0.80772,0.85701,0.850877
Limfoblas,132227,3765,0.32718,108.995209,0.11722,117.752045,2.708595,75.089836,1.493158,0.212878,57.136486,0.804512,141749,4248,0.327497,42.047142,0.09871,8.368271,4.994586,7.325886,0.208023,0.916689,178.455872,0.967294,0.539878,1.899596,0.984722,0.932825,0.886299
Limfoblas,103903,3705,0.317603,111.420067,0.095118,85.290443,3.018521,57.784657,1.159625,0.395294,44.263397,0.853794,134091,5532,0.303158,71.05722,0.055061,24.636866,13.842945,19.456375,0.486775,0.789253,203.442963,0.932778,0.370083,1.747642,0.873699,0.774869,0.66974
Limfoblas,161130,4155,0.328908,112.555183,0.117285,119.929489,1.838668,82.162292,1.469899,0.219664,44.376583,0.810738,168979,4449,0.328969,36.338356,0.10728,5.891852,2.984058,4.976646,0.150219,0.942686,141.925278,0.976156,0.532705,1.888636,0.846293,0.95355,0.933918
Limfoblas,125158,3708,0.3268,109.105141,0.11439,118.878227,2.038046,77.516891,1.471686,0.209328,54.015984,0.81406,143262,4761,0.325242,60.604683,0.079423,17.679802,10.297111,14.577315,0.384523,0.840714,213.454742,0.942457,0.544073,1.93125,0.663754,0.87363,0.778828
Limfoblas,154370,4122,0.328612,111.848999,0.114171,109.508102,2.525562,74.903,1.417465,0.260014,38.880478,0.816517,164466,4413,0.328815,39.339512,0.106125,7.143906,3.791914,5.660981,0.181392,0.930879,138.652588,0.971045,0.490499,1.836898,0.874326,0.938613,0.934058
Limfoblas,226395,6210,0.324413,113.214088,0.073772,119.692467,4.919208,89.520683,1.56383,0.222473,42.075565,0.777166,269271,5856,0.328992,69.468086,0.098673,23.136038,11.818033,17.84548,0.459336,0.804098,143.900589,0.934795,0.528518,2.37204,0.905263,0.84077,1.060451
Limfoblas,77383,2787,0.328745,111.172958,0.125193,125.19104,1.974888,77.499641,1.565264,0.193179,55.3866,0.78659,87604,3159,0.327899,58.527531,0.110315,16.3592,9.912886,13.451362,0.384162,0.848093,255.295624,0.938358,0.560503,1.872984,0.922178,0.883327,0.882241
Limfoblas,142556,3996,0.325005,108.038628,0.112187,110.296265,1.584178,63.849434,1.444855,0.238682,34.677799,0.818765,152377,4509,0.325083,40.480759,0.094182,7.730254,3.685241,5.712741,0.194109,0.924274,122.396126,0.969744,0.511709,1.892045,0.948991,0.935548,0.886228
Limfoblas,56980,2427,0.327184,110.241592,0.121561,95.736038,1.525694,51.252239,1.288845,0.321499,52.567188,0.82927,66009,2850,0.327704,56.119408,0.102123,14.997646,8.553514,12.62959,0.351267,0.859078,229.187515,0.943574,0.431235,1.669188,0.825429,0.863216,0.851579
Limfoblas,133148,3891,0.326889,107.615578,0.110515,120.929588,3.532075,70.781647,1.616772,0.193974,68.582573,0.788819,138301,4260,0.326309,31.336199,0.095767,4.62442,2.818794,4.083162,0.125506,0.949964,179.728867,0.979876,0.560029,1.989264,0.881006,0.962741,0.91338
Limfoblas,134936,3846,0.330211,107.470169,0.114636,102.288422,2.77085,66.352676,1.395863,0.273929,56.713127,0.83061,137879,3969,0.329746,22.031418,0.109988,2.250852,1.31327,1.853008,0.068814,0.973452,135.623642,0.988643,0.47678,1.807331,0.887407,0.978655,0.96901
Limfoblas,208654,5394,0.320065,106.384102,0.090119,87.964157,3.910724,62.36261,1.250954,0.351845,35.965305,0.838626,238315,6708,0.319104,51.988346,0.066554,12.855786,7.820653,9.819139,0.27942,0.882798,127.913292,0.962679,0.406693,1.876827,0.895069,0.875539,0.804114
Limfoblas,109710,4035,0.317382,109.112373,0.084678,98.366814,3.840026,65.346443,1.403345,0.301652,59.249817,0.814766,128524,5661,0.31422,58.897285,0.050397,16.948986,10.788954,13.654722,0.378299,0.843321,238.136002,0.946531,0.449581,2.042004,0.799134,0.853615,0.712772
Limfoblas,162242,4539,0.322527,108.329033,0.098958,100.875542,5.120677,63.332577,1.456166,0.284887,52.829231,0.806191,179889,6627,0.323178,47.08176,0.051473,10.823804,7.903796,9.245188,0.253843,0.894933,191.734924,0.965189,0.465811,1.91519,0.708927,0.901901,0.684925
Limfoblas,205196,5652,0.319253,110.264771,0.080719,106.089386,7.042269,75.87529,1.565556,0.267295,58.515663,0.77761,236667,6948,0.325607,57.154182,0.061607,16.077143,11.861825,13.813091,0.347967,0.851322,203.612808,0.953782,0.48202,2.165517,0.870088,0.867024,0.813471
Limfoblas,88606,3321,0.323629,110.654335,0.100957,102.020287,7.723327,67.588913,1.546175,0.288404,74.812515,0.767353,98339,3876,0.325389,46.804325,0.082256,10.732647,7.298981,9.173656,0.263423,0.893074,226.326416,0.958667,0.460842,1.893387,0.714699,0.901026,0.856811
Limfoblas,77425,2790,0.327916,109.440666,0.124992,112.196167,3.234875,66.077545,1.470777,0.236549,69.629097,0.804002,81884,2886,0.326495,35.974033,0.123542,6.244362,4.050719,5.098898,0.1671,0.933707,197.342163,0.972125,0.513663,1.788462,0.664275,0.945545,0.966736
Limfoblas,90668,3234,0.324431,111.058945,0.108939,108.20607,4.730259,69.673203,1.501183,0.260868,73.698044,0.792176,104195,4044,0.325932,56.864204,0.080063,15.895703,11.266436,12.882383,0.354464,0.850952,255.411209,0.949103,0.488171,1.873696,0.725183,0.870176,0.799703
Limfoblas,116306,3702,0.325568,107.933968,0.106645,110.414589,2.959652,61.479141,1.489934,0.237307,60.424038,0.80804,122464,4059,0.324375,34.150211,0.093407,5.636155,3.843144,4.719691,0.156193,0.939508,178.620071,0.975496,0.512813,1.940252,0.661689,0.949716,0.912047
Limfoblas,78050,2805,0.329092,108.264442,0.124657,98.500053,4.289819,62.600788,1.394274,0.296774,59.689049,0.814049,84357,2937,0.329617,40.111298,0.122892,7.823452,4.749308,6.077735,0.197367,0.920454,177.47168,0.968465,0.454233,1.687726,0.907295,0.925234,0.955056
Limfoblas,126626,3789,0.326243,107.714226,0.110837,95.844864,2.111077,59.79755,1.27882,0.310125,50.16494,0.838704,141633,4818,0.325456,48.022327,0.076673,11.276886,7.506857,9.115773,0.264854,0.891035,177.572708,0.960635,0.443097,1.767257,0.659555,0.894043,0.786426
Limfoblas,104131,3804,0.313341,108.363205,0.090429,88.564857,4.98756,57.863499,1.311581,0.355862,51.647175,0.822282,129349,5571,0.296771,66.135376,0.052373,21.632164,13.006247,15.687834,0.4551,0.806525,222.726532,0.938531,0.401786,1.866536,0.921937,0.805039,0.682822
Limfoblas,129517,3759,0.326657,106.943916,0.115184,102.815269,2.960725,65.55954,1.388297,0.269188,45.728905,0.819498,139390,4374,0.327048,39.838894,0.091555,7.756963,4.650372,6.354368,0.198027,0.921385,155.381271,0.968711,0.481476,1.810694,0.975808,0.92917,0.859396
Limfoblas,114377,4041,0.316453,109.394768,0.088018,113.697411,10.42495,84.23159,1.687362,0.228327,75.023109,0.744997,133703,4575,0.324449,61.346237,0.080273,19.030251,11.998698,14.928915,0.399298,0.823681,221.83638,0.94324,0.520451,2.154051,0.803693,0.855456,0.883279
Limfoblas,109134,4194,0.318117,111.482925,0.077967,102.798714,6.962307,70.742004,1.482418,0.289425,63.321587,0.794831,138691,4890,0.32281,73.566696,0.072885,27.738482,16.958111,22.043278,0.538927,0.758469,220.119995,0.926817,0.46065,2.152977,0.760657,0.786886,0.857669
Limfoblas,42473,2040,0.328736,100.436707,0.128252,96.618507,7.31343,47.266804,1.529543,0.264582,93.225204,0.787912,45408,2124,0.32791,36.065353,0.126483,6.684692,4.443499,5.265985,0.185426,0.923435,249.840408,0.968506,0.483241,1.720068,0.817302,0.935364,0.960452
Limfoblas,82295,3627,0.320359,108.7425,0.078612,102.541023,6.62303,63.662388,1.487712,0.276778,92.071251,0.797876,88995,3474,0.322663,40.867794,0.092665,8.14936,5.356976,6.582204,0.201794,0.915821,225.522171,0.96841,0.472281,2.171856,0.772848,0.924715,1.044041
Limfoblas,43823,2178,0.325984,106.924576,0.11609,102.123657,3.565873,47.122169,1.402253,0.269594,73.499229,0.806231,48782,2460,0.325213,47.396778,0.101298,11.298948,6.887639,8.516192,0.289282,0.883379,244.977951,0.953825,0.479128,1.8,0.723558,0.898344,0.885366
Limfoblas,42833,2031,0.329464,104.557114,0.130487,96.729294,5.130177,46.584667,1.425775,0.285703,91.70256,0.80969,46030,2133,0.329115,37.478897,0.127136,7.034579,4.597627,5.811729,0.192411,0.921533,246.261642,0.968031,0.463726,1.67023,0.83285,0.930545,0.95218
Limfoblas,48106,2292,0.327599,103.718437,0.115075,74.023903,3.763819,37.747036,1.103608,0.435008,59.816792,0.855213,52723,2532,0.327202,37.498577,0.103343,6.862454,4.275126,5.167028,0.177845,0.928709,169.342896,0.971477,0.338489,1.519894,0.801673,0.912429,0.905213
Limfoblas,75975,3180,0.317989,106.966873,0.094412,83.315598,2.518012,52.675018,1.139618,0.385005,47.918606,0.857726,86675,3408,0.325896,49.708038,0.093779,11.774763,6.62646,8.869176,0.270203,0.889095,167.057602,0.960618,0.378543,1.774554,0.596581,0.87655,0.933099
Limfoblas,136505,4206,0.320972,108.393784,0.096966,96.034523,1.29578,57.49707,1.268976,0.312216,25.47258,0.839929,168499,5706,0.318474,68.07,0.065034,23.074793,12.003501,16.286842,0.489104,0.797515,153.248505,0.933369,0.440905,1.889488,0.800032,0.810124,0.737119
Limfoblas,111262,4353,0.318021,110.905281,0.073787,99.177895,3.669369,63.426987,1.37267,0.306454,51.85918,0.810068,134601,4431,0.323772,65.087845,0.08615,20.870462,11.557885,14.648438,0.443537,0.814457,187.349487,0.936547,0.445192,2.1765,0.707921,0.826606,0.982397
Limfoblas,156688,4488,0.322443,108.940742,0.097755,102.575005,3.134756,65.061989,1.387213,0.279661,49.608322,0.821578,180396,6588,0.321391,56.103237,0.052231,15.494691,9.920247,12.27141,0.343286,0.855313,197.579758,0.952812,0.471153,1.941176,0.828753,0.868578,0.681239
Limfoblas,181010,4836,0.323424,109.671959,0.097261,103.209602,2.783768,65.265709,1.378186,0.27999,43.412014,0.819994,199656,5013,0.327499,47.224915,0.099838,10.617421,6.192926,7.949637,0.248547,0.899542,139.954193,0.963238,0.470926,1.948429,0.62493,0.906609,0.964692
Limfoblas,57361,2586,0.325941,107.959648,0.107788,99.133553,3.137465,55.584167,1.397523,0.290628,85.624702,0.810867,62265,3291,0.321439,43.083622,0.072243,8.683412,5.584496,6.962715,0.212837,0.913412,259.114197,0.967297,0.459347,1.826271,0.602002,0.92124,0.785779
Limfoblas,122904,3987,0.321785,100.132843,0.097159,78.855019,3.546088,47.22464,1.190156,0.378688,41.174484,0.849716,132747,4743,0.321362,36.371204,0.074153,6.45951,4.155836,5.269745,0.163404,0.934503,120.66188,0.977146,0.384201,1.730469,0.409555,0.925851,0.840607
Limfoblas,47605,2271,0.327115,102.044884,0.115992,80.913467,3.775047,43.659542,1.223032,0.37212,73.410576,0.831171,53381,2967,0.318809,44.237736,0.076201,9.75625,6.499091,8.376951,0.243453,0.898919,227.662186,0.961984,0.388045,1.612926,0.962634,0.891797,0.76542
Limfoblas,118393,3813,0.326675,109.741554,0.10233,129.158157,9.935295,90.408302,1.870867,0.173238,78.939552,0.71465,126292,4122,0.327041,41.235641,0.093405,8.274597,5.464444,6.732753,0.211956,0.915444,215.120468,0.967229,0.582113,2.113636,0.898821,0.937454,0.925036
Limfoblas,99643,3309,0.325184,100.510506,0.114357,125.043777,1.902783,67.343803,1.639524,0.153316,36.679428,0.774259,111684,4098,0.326304,54.400501,0.083571,15.136932,8.909641,12.067457,0.390473,0.848666,214.423813,0.937591,0.609668,2.045117,0.891784,0.892187,0.807467
Limfoblas,163532,4257,0.328974,104.826813,0.113398,130.339035,3.79757,81.05619,1.706918,0.154631,67.482407,0.763188,167942,4614,0.328664,26.571444,0.099132,3.412255,2.247932,2.823508,0.100135,0.960543,168.903534,0.983266,0.608636,2.052556,0.877221,0.973741,0.922627
Limfoblas,143003,4368,0.320655,111.918289,0.094187,115.996307,10.064809,82.787254,1.685305,0.230522,83.205734,0.754988,189422,6462,0.325958,80.572495,0.057004,36.141285,28.045496,31.178238,0.648995,0.683943,290.083771,0.917377,0.518832,2.08,0.70763,0.754944,0.675952
Limfoblas,113754,3489,0.329799,106.306068,0.117429,113.104202,2.420289,58.893341,1.512788,0.218397,58.57449,0.79883,120106,3927,0.328549,36.446312,0.097871,6.310194,4.13448,5.447724,0.173142,0.933504,177.844162,0.972961,0.533035,1.887987,0.932668,0.947113,0.888464
Limfoblas,135522,4020,0.322512,113.914085,0.105382,105.669128,12.914178,80.224701,1.634089,0.286156,72.850464,0.756299,163353,6474,0.315523,64.889214,0.048977,20.975792,16.908083,18.82156,0.4274,0.811358,291.044495,0.943732,0.463195,1.857671,0.90417,0.829627,0.620945
Limfoblas,221462,4899,0.326322,111.071831,0.115956,126.611313,5.02003,85.080536,1.70578,0.18861,50.392418,0.774291,243828,6135,0.312581,51.782146,0.081407,12.734594,8.151484,9.507686,0.280914,0.882634,170.339188,0.962334,0.566228,1.958034,0.784987,0.908271,0.798533
Limfoblas,122921,4125,0.318571,110.925285,0.09078,102.515747,6.019086,68.660042,1.540319,0.286055,59.46413,0.78578,140657,5193,0.320568,53.334354,0.065544,14.159335,9.734447,11.719837,0.33378,0.86328,214.109924,0.952665,0.463466,2.002427,0.894053,0.873906,0.794339
Limfoblas,190656,4950,0.323431,108.308876,0.09778,103.954834,3.97407,67.302597,1.422621,0.270341,51.074394,0.819168,221713,6966,0.31524,57.895901,0.057416,16.792553,11.918276,14.206575,0.362447,0.843285,192.511032,0.952359,0.480484,1.964286,0.467425,0.859923,0.710594
Limfoblas,120138,4005,0.321458,110.120453,0.094121,105.326035,6.904401,71.923523,1.553642,0.269959,75.038055,0.774484,135300,4977,0.325785,51.301819,0.068639,12.98135,9.264974,10.831475,0.294267,0.875071,228.09697,0.958952,0.479065,1.998503,0.872912,0.887938,0.804702
Limfoblas,117946,4083,0.32272,110.164078,0.088907,96.848206,6.180843,64.286247,1.410029,0.315403,77.03038,0.805882,138812,5622,0.324618,58.911682,0.055189,17.010149,12.119506,13.915439,0.349909,0.843567,246.746674,0.951983,0.437209,1.96487,0.679065,0.849682,0.726254
Limfoblas,99946,3174,0.328363,103.643951,0.12467,104.466873,4.584384,50.392677,1.503814,0.243333,69.541115,0.805637,104319,3918,0.326958,33.479359,0.085397,5.490221,3.893523,4.475606,0.14898,0.941512,167.267517,0.977825,0.506445,1.781145,0.880603,0.958081,0.810107
Limfoblas,95771,3564,0.326181,110.470413,0.094748,111.344086,4.461113,65.146156,1.554393,0.243413,64.948395,0.788886,110289,3735,0.327907,57.5723,0.099348,16.53377,9.625624,12.8669,0.364278,0.844567,193.892212,0.947281,0.505255,2.045924,0.889795,0.868364,0.954217
